PUBMEDID,FIRST AUTHOR,CATEGORY,COUNTRY OF ORIGIN,COUNTRY OF RECRUITMENT
29855537,Hirata T,East Asian,NR,NR
29855589,Chernus J,NR,NR,"U.S., Philippines, Hungary"
29855589,Chernus J,Hispanic or Latin American,NR,"Colombia, Puerto Rico"
29852030,Lores-Motta L,European,NR,"Germany, Australia, Netherlands, Israel"
30273415,Hatzikotoulas K,European,NR,U.K.
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29855537,Hirata T,East Asian,NR,NR
29860282,Scelsi MA,European,NR,NR
29860282,Scelsi MA,European,NR,NR
29860282,Scelsi MA,European,NR,NR
29844566,Davies G,European,NR,NR
29844224,Loomis SJ,European,NR,U.S.
29844224,Loomis SJ,African unspecified,NR,U.S.
29857070,Gao J,East Asian,NR,China
29844195,Hosoda Y,East Asian,NR,Japan
29844195,Hosoda Y,East Asian,NR,Japan
29844566,Davies G,European,NR,"Canada, U.S., Australia, Austria, France, Germany, Netherlands, Denmark, Finland, Iceland, Republic of Ireland, Norway, Sweden, U.K., Croatia, Greece, NR"
29844224,Loomis SJ,European,NR,U.S.
29844224,Loomis SJ,African unspecified,NR,U.S.
29844224,Loomis SJ,European,NR,U.S.
29844224,Loomis SJ,African unspecified,NR,U.S.
29844224,Loomis SJ,African unspecified,NR,U.S.
29844224,Loomis SJ,African unspecified,NR,U.S.
29808027,Tedja MS,Asian unspecified,NR,Singapore
29808027,Tedja MS,European,NR,"U.S., Australia, France, Germany, Netherlands, Estonia, Finland, U.K., Croatia, Italy"
29808027,Tedja MS,South Asian,NR,Singapore
29808027,Tedja MS,Asian unspecified,NR,Singapore
29808027,Tedja MS,European,NR,NR
29808027,Tedja MS,European,NR,U.S.
29781551,Guo X,NR,NR,NR
29787419,Hrdlickova B,European,NR,Netherlands
29787419,Hrdlickova B,European,NR,"France, Netherlands"
29782485,Rueger S,European,NR,NR
29784950,Sawai H,East Asian,NR,Japan
29784950,Sawai H,East Asian,NR,"China, Hong Kong SAR, Japan"
29781551,Guo X,NR,NR,NR
29779033,Hishida A,East Asian,NR,Japan
29779033,Hishida A,East Asian,NR,Japan
29779033,Hishida A,East Asian,NR,Japan
29779033,Hishida A,East Asian,NR,Japan
29777097,Marioni RE,European,NR,U.K.
29779033,Hishida A,East Asian,NR,Japan
29779033,Hishida A,East Asian,NR,Japan
29777097,Marioni RE,European,NR,U.K.
29777097,Marioni RE,European,NR,U.K.
29773799,Horikoshi M,East Asian,NR,Japan
30271932,Oskarsson GR,European,NR,Iceland
29773799,Horikoshi M,East Asian,NR,Japan
29773799,Horikoshi M,East Asian,NR,Japan
29773799,Horikoshi M,European,NR,U.K.
29868124,Wu Y,East Asian,NR,China
29769526,Estrada K,European,NR,U.S.
29769526,Estrada K,European,NR,U.S.
29769526,Estrada K,European,NR,U.S.
29769526,Estrada K,European,NR,U.S.
29769521,Ramirez J,European,NR,NR
29767774,Lutz SM,European,NR,NR
29767774,Lutz SM,African American or Afro-Caribbean,NR,NR
29767774,Lutz SM,NR,NR,Norway
29760442,Iglesias AI,Asian unspecified,NR,NR
29760442,Iglesias AI,Asian unspecified,NR,NR
29760442,Iglesias AI,European,NR,NR
29762745,Claus EB,NR,NR,U.K.
29762745,Claus EB,European,NR,Denmark
29752348,Rutten-Jacobs LCA,European,NR,U.K.
29747637,Li JQ,European,NR,NR
29743610,Ostrom QT,European,NR,U.S.
29739359,Graham PS,European,NR,Australia
29738550,de Oliveira Otto MC,European,NR,U.S.
29738550,de Oliveira Otto MC,European,NR,U.S.
29738550,de Oliveira Otto MC,European,NR,U.S.
29738550,de Oliveira Otto MC,European,NR,U.S.
29739929,Visconti A,NR,NR,U.K.
29738550,de Oliveira Otto MC,European,NR,U.S.
29998114,Gadad BS,European,NR,NR
29725004,Hosoda Y,East Asian,NR,Japan
29725004,Hosoda Y,East Asian,NR,Japan
30271922,Clifton EAD,European,NR,U.K.
29998114,Gadad BS,European,NR,NR
29730043,Li J,European,NR,NR
29730043,Li J,African American or Afro-Caribbean,NR,U.S.
29748315,Pott J,European,NR,Germany
29847655,Fan BJ,South Asian,NR,India
29847655,Fan BJ,Hispanic or Latin American,NR,U.S.
29847655,Fan BJ,European,NR,"U.K., Croatia"
29728394,Blauw LL,NR,NR,Netherlands
29847655,Fan BJ,Hispanic or Latin American,NR,U.S.
29724592,Pottier C,European,NR,"Canada, U.S., Australia, France, Germany, Netherlands, Poland, Denmark, Sweden, U.K., Italy, Spain"
29724592,Pottier C,European,NR,"Canada, U.S., Australia, France, Germany, Netherlands, Poland, Denmark, Sweden, U.K., Italy, Spain"
29724592,Pottier C,European,NR,"Canada, U.S., Australia, Germany, Netherlands, U.K., Italy"
29724592,Pottier C,European,NR,"Canada, U.S., Australia, France, Germany, Netherlands, Poland, Denmark, Sweden, U.K., Italy, Spain"
29724592,Pottier C,European,NR,"Canada, U.S., Australia, France, Germany, Netherlands, Poland, Denmark, Sweden, U.K., Italy, Spain"
29724592,Pottier C,European,NR,"Canada, U.S., Australia, Germany, Netherlands, U.K., Italy"
29724592,Pottier C,European,NR,"Canada, U.S., Australia, France, Germany, Netherlands, Poland, Denmark, Sweden, U.K., Italy, Spain"
29724592,Pottier C,European,NR,"Canada, U.S., Australia, France, Germany, Netherlands, Poland, Denmark, Sweden, U.K., Italy, Spain"
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,Asian unspecified,NR,NR
29703844,van Zuydam NR,East Asian,NR,NR
29703844,van Zuydam NR,South Asian,NR,NR
29703844,van Zuydam NR,South East Asian,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,East Asian,NR,NR
29703844,van Zuydam NR,South East Asian,NR,NR
29703846,Wei WQ,European,NR,NR
29703846,Wei WQ,NR,NR,NR
29703846,Wei WQ,NR,NR,NR
29728651,Li X,East Asian,NR,China
29728651,Li X,European,NR,U.K.
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,Asian unspecified,NR,NR
29703844,van Zuydam NR,East Asian,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,South Asian,NR,NR
29703844,van Zuydam NR,South East Asian,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,South Asian,NR,NR
29703844,van Zuydam NR,South East Asian,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,East Asian,NR,NR
29703844,van Zuydam NR,South East Asian,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,East Asian,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,Asian unspecified,NR,NR
29703844,van Zuydam NR,East Asian,NR,NR
29703844,van Zuydam NR,Asian unspecified,NR,NR
29703844,van Zuydam NR,East Asian,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,Asian unspecified,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,Asian unspecified,NR,NR
29703844,van Zuydam NR,East Asian,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,Asian unspecified,NR,NR
29703844,van Zuydam NR,East Asian,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,Asian unspecified,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,East Asian,NR,NR
29703844,van Zuydam NR,South Asian,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,European,NR,NR
29703844,van Zuydam NR,Asian unspecified,NR,NR
29703844,van Zuydam NR,South Asian,NR,NR
29698419,Pande M,European,NR,"Canada, U.S., Australia"
29698431,Roosenboom J,European,NR,"U.S., Hungary, Denmark"
29691896,Keaton JM,African American or Afro-Caribbean,NR,U.S.
29691431,Tikkanen E,European,NR,U.K.
29682794,Szekely E,African American or Afro-Caribbean,NR,U.S.
29682794,Szekely E,Other admixed ancestry,NR,U.S.
29682794,Szekely E,European,NR,"Netherlands, U.S."
29682794,Szekely E,African American or Afro-Caribbean,NR,U.S.
29682794,Szekely E,Asian unspecified,NR,U.S.
29682794,Szekely E,Other admixed ancestry,NR,U.S.
29682794,Szekely E,"African unspecified, Asian unspecified, African American or Afro-Caribbean, Greater Middle Eastern (Middle Eastern, North African or Persian), NR",NR,Netherlands
29682794,Szekely E,European,NR,"U.S., Netherlands"
29682794,Szekely E,Other admixed ancestry,NR,U.S.
29682794,Szekely E,"African unspecified, Asian unspecified, African American or Afro-Caribbean, Greater Middle Eastern (Middle Eastern, North African or Persian), NR",NR,Netherlands
29682794,Szekely E,European,NR,"U.S., Netherlands"
29682794,Szekely E,Asian unspecified,NR,U.S.
29682794,Szekely E,African American or Afro-Caribbean,NR,U.S.
29682794,Szekely E,Other admixed ancestry,NR,U.S.
29682794,Szekely E,"African unspecified, Asian unspecified, African American or Afro-Caribbean, Greater Middle Eastern (Middle Eastern, North African or Persian), NR",NR,Netherlands
29682794,Szekely E,European,NR,"U.S., Netherlands"
29682794,Szekely E,"African unspecified, Asian unspecified, African American or Afro-Caribbean, Greater Middle Eastern (Middle Eastern, North African or Persian), NR",NR,Netherlands
29682794,Szekely E,African American or Afro-Caribbean,NR,U.S.
29682794,Szekely E,Asian unspecified,NR,U.S.
29682794,Szekely E,Other admixed ancestry,NR,U.S.
29665250,Shimanoe C,East Asian,NR,Japan
29665250,Shimanoe C,East Asian,NR,Japan
29665250,Shimanoe C,East Asian,NR,Japan
29665250,Shimanoe C,East Asian,NR,Japan
29665250,Shimanoe C,East Asian,NR,Japan
29665250,Shimanoe C,East Asian,NR,Japan
29665250,Shimanoe C,East Asian,NR,Japan
29665250,Shimanoe C,East Asian,NR,Japan
29665250,Shimanoe C,East Asian,NR,Japan
29665250,Shimanoe C,East Asian,NR,Japan
29665250,Shimanoe C,East Asian,NR,Japan
29665250,Shimanoe C,East Asian,NR,Japan
29662059,Howard DM,European,NR,U.K.
29884306,Workalemahu T,NR,NR,Peru
29662059,Howard DM,European,NR,U.K.
29662168,Hysi PG,European,NR,"NR, U.K."
29659830,Warrington NM,European,NR,"Australia, Netherlands, U.K."
29674289,Cheon EJ,East Asian,NR,Republic of Korea
29674289,Cheon EJ,East Asian,NR,Republic of Korea
29650774,Rotroff DM,African American or Afro-Caribbean,NR,U.S.
29650774,Rotroff DM,NR,NR,U.S.
29650774,Rotroff DM,African American or Afro-Caribbean,NR,NR
29650774,Rotroff DM,NR,NR,NR
29659830,Warrington NM,NR,NR,Netherlands
29659830,Warrington NM,European,NR,"Australia, Netherlands, U.K."
29659830,Warrington NM,European,NR,"Australia, Netherlands, U.K."
30134803,Matana A,European,NR,Croatia
29631575,Obeidat M,European,NR,U.S.
29631575,Obeidat M,European,NR,U.S.
29631575,Obeidat M,European,NR,U.S.
29631575,Obeidat M,European,NR,U.S.
29632305,Lee HS,East Asian,NR,Republic of Korea
29632299,Vijayakrishnan J,European,NR,"Germany, U.K."
29622589,Tereshchenko LG,European,NR,"NR, U.S."
29621232,Spracklen CN,East Asian,NR,China
29621232,Spracklen CN,East Asian,NR,China
29670602,Moreau K,European,NR,France
29618737,Napier MD,Hispanic or Latin American,NR,U.S.
29618737,Napier MD,Hispanic or Latin American,NR,U.S.
29626450,Bonfiglio F,European,NR,U.K.
29618737,Napier MD,European,NR,U.S.
29618737,Napier MD,African unspecified,NR,U.S.
29608257,Painter JN,NR,NR,"Australia, U.K., NR"
29650764,McDonough CW,African American or Afro-Caribbean,NR,U.S.
29650764,McDonough CW,European,NR,NR
29603866,Pain O,European,NR,U.K.
29603866,Pain O,European,NR,"Sweden, U.K."
29603369,Naito T,East Asian,NR,Japan
29608535,Kuehn MH,African American or Afro-Caribbean,NR,"Canada, U.S."
29608535,Kuehn MH,Asian unspecified,NR,"Canada, U.S."
29596498,Charles BA,African American or Afro-Caribbean,NR,U.S.
29596498,Charles BA,African American or Afro-Caribbean,NR,U.S.
29617998,Gao XR,European,NR,U.K.
29580174,Ala-Mutka EM,European,NR,NR
29580174,Ala-Mutka EM,European,NR,"U.S., Denmark, Finland, Norway, Sweden, U.K."
29590334,Bjornsson T,European,NR,Iceland
29572449,Gurung RL,East Asian,NR,Singapore
29572449,Gurung RL,South East Asian,NR,Singapore
29628937,Jiang J,European,NR,Australia
29628937,Jiang J,European,NR,"NR, Sweden"
29566793,Nicolas A,European,NR,"Belgium, U.S., France, U.K., Italy"
29566793,Nicolas A,NR,NR,NR
29563502,Fejzo MS,European,NR,U.S.
29558500,Lee J,East Asian,NR,Republic of Korea
29559738,Sasayama D,East Asian,NR,Japan
29558500,Lee J,"European, East Asian",NR,Republic of Korea
29558500,Lee J,East Asian,NR,Republic of Korea
29559693,Zengini E,European,NR,U.K.
29559693,Zengini E,European,NR,U.K.
29559693,Zengini E,European,NR,Iceland
29559693,Zengini E,European,NR,U.K.
29559693,Zengini E,European,NR,Iceland
29559693,Zengini E,European,NR,Iceland
29559693,Zengini E,European,NR,U.K.
29559693,Zengini E,European,NR,Iceland
29558500,Lee J,East Asian,NR,Republic of Korea
29558500,Lee J,East Asian,NR,Republic of Korea
29558500,Lee J,East Asian,NR,Republic of Korea
29551627,Hawcutt DB,NR,NR,U.K.
29551627,Hawcutt DB,European,NR,U.K.
29551627,Hawcutt DB,European,NR,U.K.
29551627,Hawcutt DB,European,NR,U.K.
29545352,Li Y,European,NR,NR
29545352,Li Y,European,NR,NR
29551738,Dong J,European,NR,"Australia, U.K., NR"
29551738,Dong J,European,NR,"U.K., NR, Australia"
29551738,Dong J,European,NR,"Australia, U.K., NR"
29551738,Dong J,European,NR,"Australia, U.K., NR"
29551738,Dong J,European,NR,"Australia, U.K., NR"
29551738,Dong J,European,NR,"U.K., NR, Australia"
29551738,Dong J,European,NR,"Australia, U.K., NR"
29545352,Li Y,European,NR,NR
29545352,Li Y,European,NR,NR
29551738,Dong J,European,NR,"Australia, U.K., NR"
29538362,Jilling T,European,NR,NR
29547969,Chen X,European,NR,Sweden
29547969,Chen X,European,NR,Sweden
29532581,Hallfors J,European,NR,Finland
29532581,Hallfors J,European,NR,Finland
29534260,Kim SK,Hispanic or Latin American,NR,U.S.
29532581,Hallfors J,European,NR,Finland
29532581,Hallfors J,European,NR,Finland
29532581,Hallfors J,European,NR,Finland
29527006,Warrier V,European,NR,NR
29531354,Malik R,European,NR,"Canada, U.S., Australia, Austria, Belgium, France, Germany, Poland, Finland, Iceland, Sweden, U.K., Italy, Spain, NR"
29531354,Malik R,European,NR,"Canada, U.S., Australia, Austria, Belgium, France, Germany, Netherlands, Switzerland, Poland, Denmark, Finland, Iceland, Norway, Sweden, U.K., Italy, Spain, NR"
29531354,Malik R,South Asian,NR,"Pakistan, India"
29531354,Malik R,African American or Afro-Caribbean,NR,"U.S., U.K., NR, Canada"
29531354,Malik R,Hispanic or Latin American,NR,U.S.
29531354,Malik R,European,NR,"Canada, U.S., Australia, Austria, Belgium, France, Germany, Switzerland, Poland, Finland, Iceland, Sweden, U.K., Italy, Spain, NR"
29531354,Malik R,East Asian,NR,Japan
29531354,Malik R,African American or Afro-Caribbean,NR,"Canada, U.S., NR"
29531354,Malik R,Asian unspecified,NR,NR
29531354,Malik R,Hispanic or Latin American,NR,U.S.
29531354,Malik R,South Asian,NR,Pakistan
29531354,Malik R,African American or Afro-Caribbean,NR,"Canada, U.S., NR"
29531354,Malik R,Asian unspecified,NR,NR
29531354,Malik R,Hispanic or Latin American,NR,U.S.
29531354,Malik R,European,NR,"U.S., Canada, Australia, Austria, Belgium, France, Germany, Switzerland, Poland, Finland, Iceland, Sweden, U.K., Italy, Spain, NR"
29531354,Malik R,East Asian,NR,Japan
29531354,Malik R,South Asian,NR,Pakistan
29531354,Malik R,African American or Afro-Caribbean,NR,"Canada, U.S., U.K., NR"
29531354,Malik R,Asian unspecified,NR,NR
29531354,Malik R,European,NR,"Canada, U.S., Australia, Austria, Belgium, France, Germany, Netherlands, Switzerland, Poland, Denmark, Finland, Iceland, Norway, Sweden, U.K., Italy, Spain, NR"
29531354,Malik R,European,NR,"Canada, U.S., Australia, Austria, Belgium, France, Germany, Netherlands, Switzerland, Poland, Denmark, Finland, Iceland, Sweden, U.K., Italy, Spain, NR"
29531354,Malik R,East Asian,NR,Japan
29531354,Malik R,South Asian,NR,"India, Pakistan"
29531354,Malik R,Hispanic or Latin American,NR,U.S.
29531279,Zhou S,European,NR,Canada
29531279,Zhou S,NR,NR,NR
29631748,McCoy TH Jr.,European,NR,U.S.
29523524,Singh S,African American or Afro-Caribbean,NR,U.S.
29523524,Singh S,European,NR,U.S.
29523524,Singh S,African American or Afro-Caribbean,NR,U.S.
29520036,Stein MB,African American or Afro-Caribbean,NR,U.S.
29520036,Stein MB,Hispanic or Latin American,NR,U.S.
29511167,Theriault S,European,NR,Canada
29511167,Theriault S,European,NR,U.K.
29514873,Mychaleckyj JC,South Asian,NR,Bangladesh
29513936,Haasnoot AJW,European,NR,"Belgium, Germany, Netherlands, Switzerland"
29513936,Haasnoot AJW,European,NR,"Belgium, Germany, Netherlands, Switzerland"
29514873,Mychaleckyj JC,South Asian,NR,Bangladesh
29511194,Helgadottir A,European,NR,"U.S., Norway, Sweden, U.K."
29559929,Amare AT,NR,NR,"U.S., Germany, Japan, Thailand, NR, Taiwan"
29559929,Amare AT,NR,NR,"U.S., Germany, Japan, Thailand, NR, Taiwan"
29559929,Amare AT,NR,NR,"U.S., Germany, Japan, Thailand, NR, Taiwan"
29495898,Peterson RE,East Asian,NR,China
29495898,Peterson RE,East Asian,NR,China
29495898,Peterson RE,East Asian,NR,China
29500382,Nagel M,European,NR,NR
29500382,Nagel M,European,NR,NR
29500382,Nagel M,European,NR,NR
29500382,Nagel M,European,NR,NR
29500382,Nagel M,European,NR,NR
29500382,Nagel M,European,NR,NR
29500382,Nagel M,European,NR,NR
29500382,Nagel M,European,NR,NR
29500382,Nagel M,European,NR,NR
29497042,Verweij N,European,NR,U.K.
29497042,Verweij N,Asian unspecified,NR,U.K.
29497042,Verweij N,African unspecified,NR,U.K.
29497042,Verweij N,Other admixed ancestry,NR,U.K.
29562276,Venkateswaran S,European,NR,"U.S., NR"
29503163,Yu H,East Asian,NR,China
29503163,Yu H,East Asian,NR,China
29503163,Yu H,East Asian,NR,China
29503163,Yu H,East Asian,NR,China
29503163,Yu H,East Asian,NR,China
29503163,Yu H,East Asian,NR,China
29503163,Yu H,East Asian,NR,China
29503163,Yu H,East Asian,NR,China
29615537,Kulminski AM,European,NR,NR
29625478,Papakostas TD,NR,NR,U.S.
29521573,Buck D,European,NR,NR
29521573,Buck D,Asian unspecified,NR,NR
29521573,Buck D,African unspecified,NR,NR
29521573,Buck D,European,NR,NR
29521573,Buck D,Hispanic or Latin American,NR,NR
29521573,Buck D,Asian unspecified,NR,NR
29521573,Buck D,African unspecified,NR,NR
29521573,Buck D,NR,NR,NR
29521573,Buck D,European,NR,NR
29521573,Buck D,Hispanic or Latin American,NR,NR
29521573,Buck D,Asian unspecified,NR,NR
29521573,Buck D,African unspecified,NR,NR
29521573,Buck D,NR,NR,NR
29521573,Buck D,Hispanic or Latin American,NR,NR
29521573,Buck D,Asian unspecified,NR,NR
29521573,Buck D,African unspecified,NR,NR
29521573,Buck D,NR,NR,NR
29615537,Kulminski AM,European,NR,NR
29615537,Kulminski AM,European,NR,NR
29615537,Kulminski AM,European,NR,NR
29615537,Kulminski AM,European,NR,NR
29615537,Kulminski AM,European,NR,NR
29615537,Kulminski AM,European,NR,NR
29615537,Kulminski AM,European,NR,NR
29615537,Kulminski AM,European,NR,NR
29615537,Kulminski AM,European,NR,NR
