PUBMEDID,FIRST AUTHOR,CATEGORY,COUNTRY OF ORIGIN,COUNTRY OF RECRUITMENT,ADDITONAL ANCESTRY DESCRIPTION
28253294,Vonk JM,European,NA,Netherlands,NA
28253294,NA,European,NR,"France, Switzerland, Russian Federation, U.K., NR",
28253294,Vonk JM,European,NR,Netherlands,
28253294,Vonk JM,European,NR,"France, Switzerland, Russian Federation, U.K., NR","France, Switzerland, Russia, U.K, N.R"
28253294,Vonk JM,European,NR,Netherlands,Netherlands
28254843,Qi Q,Hispanic or Latin American,NR,NR,"Central American, Cuban, Dominican, Mexican, Puerto Rican, South American"
28247064,NA,NR,NR,"Germany, U.S., Sweden, NR",
28247064,NA,NA,NR,"Germany, U.S., Sweden, NR",
28247064,Deming Y,NR,NR,"Germany, U.S., Sweden, NR",
28334814,NA,East Asian,NR,"China, China, Hong Kong SAR",NA
28334814,Zhu Z,East Asian,NR,"China, China, Hong Kong SAR",Han Chinese
28250457,Scerri TS,European,NR,U.S.,
28250457,Scerri TS,European,NR,"U.S., Australia, France, Germany, Switzerland, Israel, U.K.",NA
28240269,Suhre K,European,NR,Germany,
28240269,NA,"South Asian, Greater Middle Eastern (Middle Eastern, North African or Persian), NR",NA,Qatar,"Arab, South Asian & Filipino"
28334792,Nongmaithem SS,South Asian,NR,India,Indo-European
28334792,Nongmaithem SS,South Asian,NR,India,Indo-European; Dravidian
28232668,Yu Y,East Asian,NR,China,
28232668,NA,East Asian,NR,China,
28282560,Pott J,European,NR,Germany,
28649644,Pivot X,NA,NR,France,
28223688,Bjornsdottir G,European,NA,Iceland,NA
28177523,Lin Y,European,NR,NA,
28224759,Pei YF,European,NR,U.S.,
28334899,Spracklen CN,East Asian,NR,"Japan, Republic of Korea, Philippines, Singapore, Taiwan, China",NA
28334899,Spracklen CN,East Asian,NR,NA,"Japanese, Chinese, Korean"
28334899,NA,East Asian,NR,Taiwan,Chinese
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Philippines, Singapore, NR, Taiwan","Japanese, Chinese, Korean, Filipino, Malay"
28334899,Spracklen CN,European,NR,NR,
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Philippines, Singapore, Taiwan","Japanese, Filipino, Chinese, Korean"
28334899,NA,East Asian,NR,"Republic of Korea, Singapore, Taiwan, China","Japanese, Chinese, Korean"
28334899,Spracklen CN,East Asian,NR,"NR, Taiwan",Chinese
28334899,NA,European,NR,NR,
28334899,Spracklen CN,East Asian,NR,"Japan, Republic of Korea, Philippines, Singapore, NR, Taiwan, China","Japanese, Filipino, Chinese, Korean, Malay"
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Philippines, Singapore, Taiwan","Japanese, Filipino, Chinese, Korean, Malay"
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Singapore, Taiwan","Japanese, Chinese, Korean"
28334899,Spracklen CN,East Asian,NA,Taiwan,Chinese
28334899,Spracklen CN,NA,NR,NR,
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Philippines, Singapore, Taiwan",NA
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Singapore, Taiwan","Japanese, Chinese, Korean"
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Philippines, Singapore, Taiwan","Japanese, Chinese, Korean, Filipino, Malay"
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Philippines, Singapore, NR, Taiwan","Japanese, Filipino, Chinese, Korean, Malay"
28334899,NA,European,NR,NR,
28334899,Spracklen CN,East Asian,NR,Taiwan,Chinese
28203683,Heit JA,African American or Afro-Caribbean,NR,U.S.,African American
28193307,NA,European,NA,Netherlands,Dutch
28196072,Hagenaars SP,European,NR,U.K.,British
28193307,NA,European,NR,NA,Dutch
28194004,Deary V,European,NR,NA,British
28195142,Gudmundsson J,European,NR,"U.S., Netherlands, Iceland, Spain",NA
28187132,Kiryluk K,East Asian,NR,NR,Han Chinese
28187132,Kiryluk K,European,NA,NR,
28187132,NA,European,NA,NR,
28187132,Kiryluk K,East Asian,NR,NR,
28212542,Ransohoff KJ,European,NR,U.S.,
28212542,Ransohoff KJ,European,NA,U.S.,
28181694,Chesi A,European,NR,U.S.,NA
28181694,Chesi A,European,NA,U.S.,European American
28181694,Chesi A,European,NA,U.S.,European American
28181694,NA,NA,NR,U.S.,European American
28181694,Chesi A,European,NR,U.S.,NA
28181694,Chesi A,European,NR,U.S.,European American
28181694,Chesi A,European,NR,NA,European American
28181694,Chesi A,European,NR,U.S.,European American
28181694,Chesi A,NA,NR,NA,European American
28181694,NA,NA,NR,U.S.,European American
28181694,Chesi A,European,NR,U.S.,European American
28181694,Chesi A,European,NR,NA,European American
28181694,Chesi A,European,NR,U.S.,European American
28181694,NA,European,NR,U.S.,European American
28181694,Chesi A,European,NR,U.S.,European American
28181694,Chesi A,European,NR,U.S.,NA
28167838,Deckert J,European,NR,Germany,German
28167838,Deckert J,European,NR,"Germany, Netherlands","German, Dutch"
28165464,Law PJ,European,NR,"Australia, U.K., NR, U.S.",
28165464,Law PJ,European,NR,"U.S., U.K., NR",
28183528,Jun GR,European,NR,NR,
28183528,Jun GR,African American or Afro-Caribbean,NA,NR,NA
28183528,Jun GR,East Asian,NR,NR,
28183528,Jun GR,NA,NR,NR,
28183528,Jun GR,European,NR,NR,
28183528,Jun GR,European,NR,NR,
28183528,Jun GR,NA,NR,NR,
28183528,Jun GR,East Asian,NR,NA,
28183528,NA,European,NR,NR,
28166213,Wain LV,NR,NR,NR,
28166213,Wain LV,NA,NR,U.K.,NA
28166213,Wain LV,European,NR,U.K.,British
28183528,Jun GR,European,NR,NR,
28183528,NA,African American or Afro-Caribbean,NR,NR,
28183528,Jun GR,East Asian,NR,NR,
28183528,Jun GR,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,NR,
28183528,Jun GR,European,NR,NR,
28166213,Wain LV,NR,NR,NR,
28166213,Wain LV,European,NR,U.K.,British
28166213,Wain LV,European,NR,U.K.,British
28183528,Jun GR,European,NA,NR,
28183528,Jun GR,African American or Afro-Caribbean,NR,NA,
28183528,Jun GR,East Asian,NA,NA,
28183528,NA,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,NR,
28183528,Jun GR,European,NR,NR,
28166215,Hobbs BD,African American or Afro-Caribbean,NR,U.S.,African American
28166215,Hobbs BD,Hispanic or Latin American,NA,U.S.,Hispanic
28166215,Hobbs BD,European,NR,NA,"Dutch, European American, Non-hispanic whites, white, European"
28166215,Hobbs BD,East Asian,NR,Republic of Korea,Korean
28166215,Hobbs BD,European,NR,"U.S., Poland, U.K., NR","White, European"
28166215,NA,East Asian,NR,Republic of Korea,Korean
28166213,Wain LV,NR,NR,NR,
28166213,Wain LV,European,NR,U.K.,British
28166213,Wain LV,European,NR,U.K.,British
28167095,Forno E,European,NA,NR,
28167095,Forno E,Hispanic or Latin American,Puerto Rico,"Puerto Rico, U.S.",Puerto Rican
28167095,Forno E,Hispanic or Latin American,NR,"Costa Rica, NR","Hispanic, Costa Rican"
28167095,Forno E,Hispanic or Latin American,Puerto Rico,"Puerto Rico, U.S.",NA
28167095,Forno E,European,NR,NR,
28167095,NA,NA,NR,"Costa Rica, NR","Hispanic, Costa Rican"
28155865,Chen H,East Asian,China,China,Han Chinese
28155865,Chen H,East Asian,NR,China,Han Chinese
28256260,Siitonen A,European,NR,Finland,Finnish
28163062,Matsuura K,East Asian,NR,Japan,Japanese
28163062,Matsuura K,East Asian,NR,Japan,Japanese
28158719,Jain D,Hispanic or Latin American,NR,U.S.,"Central American, Cuban, Dominican, Mexican, Puerto Rican, South American"
28158719,Jain D,Hispanic or Latin American,NR,U.S.,
28053049,Sennblad B,European,NR,"Sweden, U.S., Italy, Germany, U.K., France",French
28053049,Sennblad B,European,NR,"Canada, Spain, NR","Spanish, French-Canadian"
28158719,Jain D,Hispanic or Latin American,NA,U.S.,"Central American, Cuban, Dominican, Mexican, Puerto Rican, South American"
28158719,Jain D,Hispanic or Latin American,NA,NA,
28158719,Jain D,Hispanic or Latin American,NR,U.S.,"Central American, Cuban, Dominican, Mexican, Puerto Rican, South American"
28158719,Jain D,Hispanic or Latin American,NA,U.S.,
28158719,Jain D,Hispanic or Latin American,NR,NA,"Central American, Cuban, Dominican, Mexican, Puerto Rican, South American"
28158719,Jain D,NA,NR,NA,
28158719,Jain D,Hispanic or Latin American,NR,U.S.,"Central American, Cuban, Dominican, Mexican, Puerto Rican, South American"
28158719,Jain D,Hispanic or Latin American,NR,U.S.,
28158719,Jain D,Hispanic or Latin American,NR,U.S.,"Central American, Cuban, Dominican, Mexican, Puerto Rican, South American"
28158719,Jain D,Hispanic or Latin American,NR,U.S.,
28139693,Hoffmann TJ,European,NR,U.S.,
28139693,Hoffmann TJ,Hispanic or Latin American,NR,U.S.,
28139693,Hoffmann TJ,East Asian,NR,U.S.,
28139693,Hoffmann TJ,African American or Afro-Caribbean,NA,U.S.,
28139693,Hoffmann TJ,NA,NR,"U.S., Sweden, NR",
28139761,Pasanen A,European,NR,"Finland, Sweden","Finnish, Swedish"
28139761,Pasanen A,European,NR,"Netherlands, Finland","Dutch, Finnish"
28139693,Hoffmann TJ,European,NR,U.S.,
28139693,Hoffmann TJ,Hispanic or Latin American,NR,U.S.,
28139693,Hoffmann TJ,East Asian,NA,U.S.,
28139693,Hoffmann TJ,African American or Afro-Caribbean,NR,NA,NA
28139693,NA,NA,NR,U.S.,
28135244,Warren HR,European,NR,U.K.,
28135244,Warren HR,NA,NR,"Netherlands, Estonia, U.K., NR",
28135244,Warren HR,European,NR,U.K.,
28135244,Warren HR,NA,NR,"Netherlands, Estonia, Republic of Ireland, U.K., NR",
28135244,NA,European,NR,U.K.,
28135244,Warren HR,European,NR,NA,
28130311,Tan W,East Asian,NR,China,Chinese
28130311,NA,East Asian,NR,China,Chinese
28120872,Li X,East Asian,NR,China,Han Chinese
28120872,Li X,East Asian,NR,China,NA
28118524,Saxena R,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,NA,"African admixed Arab, non-African admixed Arab"
28118524,Saxena R,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,"Jordan, Lebanon, Qatar, Saudi Arabia, United Arab Emirates",
28118524,Saxena R,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,"Jordan, Lebanon, Qatar, Saudi Arabia, United Arab Emirates",African admixed Arab; non-African admixed Arab
28118524,Saxena R,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,"Jordan, Lebanon, Qatar, Saudi Arabia, United Arab Emirates",African admixed Arab; non-African admixed Arab
28118524,Saxena R,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,"Jordan, Lebanon, Qatar, Saudi Arabia, United Arab Emirates",African admixed Arab; non-African admixed Arab
28118524,Saxena R,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,"Jordan, Lebanon, Qatar, Saudi Arabia, United Arab Emirates",
28115744,NA,East Asian,NA,NA,
28115744,Ikeda M,European,NR,NR,
28115739,NA,European,NR,U.S.,European American
28115739,Smith AH,African American or Afro-Caribbean,NA,U.S.,NA
28128768,Ferrari R,European,NR,Italy,Italian
28112199,Law PJ,European,NR,"Germany, U.K.","British, German"
28107422,de Vries PS,European,NA,NA,
28107422,de Vries PS,European,NR,"Sweden, U.S., Australia, Italy, Netherlands, Germany, U.K., Republic of Ireland, Denmark",
28100913,Ueta M,East Asian,NR,Japan,Japanese
28100913,Ueta M,East Asian,NR,"Japan, Republic of Korea","Japanese, Korean"
28109725,Fuchs O,European,NR,Switzerland,
28109725,Fuchs O,European,NR,Switzerland,
28100725,Chen J,European,NR,U.S.,European American
28100725,Chen J,NR,NR,U.S.,NA
28098162,Hibar DP,European,NR,"U.S., Australia, Iceland, Netherlands, Canada, Germany, U.K., Spain, Norway","Australian, European American, British, German, Dutch, Icelandic, Norwegian, Spanish"
28098162,Hibar DP,European,NR,NR,
28098162,Hibar DP,African American or Afro-Caribbean,NR,U.S.,NA
28098162,Hibar DP,"South East Asian, East Asian",NR,NR,"Chinese, Japanese, Malay"
28098162,Hibar DP,Hispanic or Latin American,NA,NA,Mexican American
28095793,Chittoor G,Hispanic or Latin American,NR,U.S.,Mexican American
28093568,Trampush JW,European,NR,"Finland, U.S., Greece, Canada, Germany, U.K., Republic of Ireland, Norway, Denmark",Norwegian
28095793,NA,NA,NR,U.S.,Mexican American
28095793,Chittoor G,Hispanic or Latin American,NR,U.S.,Mexican American
28095793,Chittoor G,Hispanic or Latin American,NA,U.S.,Mexican American
28095793,Chittoor G,Hispanic or Latin American,NR,U.S.,Mexican American
28060188,Hamet P,NA,NR,"Poland, Czech Republic, Australia, Italy, Russian Federation, Netherlands, Canada, Germany, U.K., Estonia, Hungary, New Zealand, Slovakia, Lithuania, France, Republic of Ireland","Slavic, Celtic"
28090653,Liu Y,European,NR,U.S.,Northern European
28090653,Liu Y,African American or Afro-Caribbean,NR,U.S.,
28090653,Liu Y,NA,NR,U.S.,
28090653,Liu Y,Other,NR,NA,
28108127,Eitel I,NA,NA,Germany,
28108127,Eitel I,NR,NR,NR,
28087736,Ludwig KU,European,NR,NR,
28087736,Ludwig KU,Asian unspecified,NR,NR,
28087736,Ludwig KU,European,NR,Germany,NA
28087736,Ludwig KU,Hispanic or Latin American,NR,Mexico,Mayan
28087736,Ludwig KU,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NA,Yemen,Middle Eastern
28084903,Hallberg P,European,NR,NA,"Swedish, Nordic, Other European"
28084903,Hallberg P,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Sweden,Middle Eastern
28084903,Hallberg P,"European, NR",NR,Sweden,
28087736,Ludwig KU,NR,NR,NR,"European, European-Asian mixed"
28082259,Pankow JS,NA,NR,NA,NA
28082259,Pankow JS,NA,NR,U.S.,Black
28081215,Pardo LM,European,NR,"U.S., Netherlands",NA
28081215,NA,"NR, European",NR,U.S.,
28081371,Sanders AE,Hispanic or Latin American,NR,U.S.,"Cuban, Dominican, Mexican, Central American, South American, Puerto Rican"
28081371,Sanders AE,NR,NR,"Finland, U.S., Brazil, Germany",
28081371,Sanders AE,European,NR,"Germany, Finland",
28081371,NA,Hispanic or Latin American,NR,Brazil,
28081371,Sanders AE,NR,NR,NR,NA
27883235,Martino DJ,European,NR,Australia,
27883235,Martino DJ,Asian unspecified,NR,Australia,NA
27883235,Martino DJ,Other,NR,Australia,mixed European and Asian ancestry
27883235,Martino DJ,European,NR,"U.S., Australia, Germany",
27883235,Martino DJ,NA,NR,Australia,mixed European and Asian ancestry
28076899,Taylor KE,East Asian,NR,"China, Japan","Chinese, Japanese"
28076899,Taylor KE,European,NR,"U.S., Denmark, U.K.","European, White, Caucasian"
28076899,Taylor KE,African unspecified,NR,"U.S., U.K.",
28076899,Taylor KE,"Native American, Hispanic or Latin American",NR,"U.S., Argentina, U.K.","Hispanic, Native American"
28076899,Taylor KE,NA,NR,"U.S., Argentina, China, Japan, India, Denmark, U.K.","Mixed, other, unspecified"
28076899,Taylor KE,Asian unspecified,NR,"U.S., China, Japan, India, U.K.",
28073927,Springelkamp H,European,NR,"U.S., Australia, Germany, Netherlands, U.K., NR",Erasmus Rucphen
28073927,NA,"South Asian, South East Asian, East Asian",NR,"China, Singapore","Han Chinese, Indian, Malay"
28077804,Ben-Avraham D,European,NR,"U.S., Australia, Iceland, Italy, Netherlands, U.K., NR",
28077804,Ben-Avraham D,NA,NR,"U.S., Netherlands, Sweden","Dutch, European American"
28073927,NA,European,NR,"U.S., Australia, Germany, Netherlands, U.K., NR",NA
28073927,NA,"South East Asian, South Asian, East Asian",NR,"China, Singapore","Han Chinese, Indian, Malay"
28073367,Zeng X,European,NR,Netherlands,
28073367,Zeng X,European,NA,Netherlands,
28070124,Meyers JL,NA,NR,U.S.,
28072414,Charney AW,European,NR,"U.S., Sweden, U.K.",European and European American
28073367,Zeng X,NA,NR,Netherlands,NA
28073367,NA,European,NR,NA,
28073367,Zeng X,European,NR,Netherlands,
28073367,Zeng X,European,NR,Netherlands,
28073927,Springelkamp H,European,NR,"U.S., Australia, Germany, Netherlands, U.K., NR",Erasmus Rucphen
28073927,Springelkamp H,NA,NR,"China, Singapore","Han Chinese, Indian, Malay"
28073927,Springelkamp H,European,NA,"U.S., Australia, Netherlands, Germany, U.K., NR",
28073927,Springelkamp H,"South Asian, South East Asian, East Asian",NR,"China, Singapore","Han Chinese, Indian, Malay"
28067908,de Lange KM,"European, NR",NA,"U.K., NR",
28067912,Lee JC,European,NR,NR,Northern European
28067908,de Lange KM,"NR, European",NR,"U.K., NR",NA
28067908,de Lange KM,NA,NR,NA,
28056976,Paziewska A,European,NR,Poland,NA
28059113,Hao J,East Asian,NR,NA,Han Chinese
28059113,Hao J,NA,NR,China,Han Chinese
28056976,Paziewska A,European,NR,Poland,Polish
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda",NA
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda","Malawian, Ugandan"
28062682,Carr DF,African unspecified,NR,Mozambique,NA
28062665,Kawashima M,East Asian,NR,Japan,Japanese
28062665,Kawashima M,East Asian,NR,NA,Japanese
28065765,Nagao Y,East Asian,NR,Japan,NA
28065765,Nagao Y,European,NR,Italy,Italian
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda","Black African, Ugandan"
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda","Malawian, Ugandan"
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda","Black African, Ugandan"
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda","Malawian, Ugandan"
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda","Black African, Ugandan"
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda",NA
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda",NA
28062682,Carr DF,African unspecified,NR,Mozambique,
28054174,NA,European,NR,"U.S., Turkey, Denmark, Norway, Spain",European
28054174,Leslie EJ,NA,NR,"Argentina, Puerto Rico, U.S., Colombia, Guatemala, Nigeria, Ethiopia, Niger",Latinos or Africans
28054174,Leslie EJ,Asian unspecified,NR,"U.S., China, Republic of Korea, Philippines, Singapore, Taiwan",Asian
28054174,Leslie EJ,NR,NR,NR,
28051079,Warner SC,NA,NR,U.K.,British
28054174,Leslie EJ,NR,NR,NR,
28054174,Leslie EJ,European,NR,"U.S., Turkey, Denmark, Norway, Spain",European
28054174,NA,"Hispanic or Latin American, African unspecified",NR,"Argentina, Puerto Rico, U.S., Colombia, Guatemala, Nigeria, Ethiopia, Niger",Latinos or Africans
28054174,Leslie EJ,Asian unspecified,NA,NA,Asian
28054174,Leslie EJ,NR,NR,NR,
28054174,NA,European,NR,"U.S., Turkey, Denmark, Norway, Spain",European
28054174,Leslie EJ,"African unspecified, Hispanic or Latin American",NR,"Guatemala, U.S., Colombia, Argentina, Ethiopia, Niger, Nigeria, Puerto Rico",Latinos or Africans
28054174,Leslie EJ,Asian unspecified,NR,"China, Republic of Korea, Philippines, Singapore, Taiwan, U.S.",Asian
28046027,Kim T,East Asian,NR,Republic of Korea,NA
28046027,Kim T,East Asian,NR,Republic of Korea,
28045058,NA,East Asian,NR,Republic of Korea,NA
28045058,Kim SW,East Asian,NR,Republic of Korea,Korean
28046027,Kim T,East Asian,NR,Republic of Korea,
28046027,Kim T,East Asian,NR,Republic of Korea,
28046027,Kim T,East Asian,NR,Republic of Korea,
28046027,Kim T,East Asian,NR,Republic of Korea,
28044437,McDonald MN,NA,NR,U.S.,NA
28044437,NA,NR,NR,U.S.,
28044437,McDonald MN,NR,NR,U.S.,NA
28044437,McDonald MN,NR,NR,U.S.,
28044437,McDonald MN,NR,NR,U.S.,
28044437,McDonald MN,NR,NR,U.S.,
28044437,McDonald MN,NR,NR,NA,
28222112,Dumitrescu L,NA,NR,U.S.,
28222112,Dumitrescu L,"African American or Afro-Caribbean, Hispanic or Latin American, NR",NR,U.S.,
28061514,Nannini DR,Hispanic or Latin American,NA,U.S.,
28061514,Nannini DR,Hispanic or Latin American,NR,U.S.,
28952330,NA,East Asian,NR,Taiwan,
28952330,Chen SP,NA,NR,NA,
28317148,Campo C,NA,NA,Germany,NA
28043905,Nicoletti P,European,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France",
28039329,Noordam R,European,NR,"U.S., Iceland, Netherlands, U.K., NR, Republic of Ireland",NA
28039329,Noordam R,African American or Afro-Caribbean,NR,U.S.,
28039329,Noordam R,Hispanic or Latin American,NR,"U.S., NR",
28043905,Nicoletti P,European,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France",NA
28039263,Wheeler HE,European,NR,NA,
28039263,Wheeler HE,NR,NR,U.S.,NA
28039329,Noordam R,European,NR,"U.S., Iceland, Netherlands, U.K., NR, Republic of Ireland",NA
28039329,Noordam R,African American or Afro-Caribbean,NR,U.S.,
28039329,NA,NA,NR,"U.S., NR",
28043905,NA,European,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France",
28043905,Nicoletti P,NA,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France",
28043905,Nicoletti P,European,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France",
28043905,Nicoletti P,NA,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France",
28043905,NA,NA,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France",
28043905,Nicoletti P,NA,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France",
28043905,Nicoletti P,European,NR,NA,
28043905,Nicoletti P,European,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France",
28041642,Carmona FD,European,NR,"U.S., Italy, Netherlands, Canada, Germany, U.K., Switzerland, Spain, France, Republic of Ireland, Norway",
